country,policyId,isNumeric,value,numericValue
Marshall Islands,P77,False,On-going,
Marshall Islands,P78,False,No,
Marshall Islands,P79,False,No threshold; treat all regardless of CD4 count,
Marshall Islands,P80,False,Implemented countrywide,
Marshall Islands,P83,False,Yes,
Marshall Islands,P85,False,No,
Marshall Islands,P86,False,Yes,
Marshall Islands,P87,False,Other,
Marshall Islands,P88,False,No,
Marshall Islands,P89,False,No,
Marshall Islands,P91,False,Yes,
Marshall Islands,P92,False,Once a month,
Marshall Islands,P93,False,Yes,
Marshall Islands,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Marshall Islands,P95,False,Other,
Marshall Islands,P96,False,Fully integrated in all health facilities,
Marshall Islands,P97,False,Fully integrated in all health facilities,
Marshall Islands,P98,False,Fully integrated in all health facilities,
Marshall Islands,P99,False,Fully integrated in all health facilities,
Marshall Islands,P100,False,Fully integrated in all health facilities,
Marshall Islands,P101,False,Delivered separately,
Marshall Islands,P102,False,Delivered separately,
Marshall Islands,P103,False,Delivered separately,
Marshall Islands,P104,False,Integrated in some health facilities,
Marshall Islands,P105,False,Delivered separately,
Marshall Islands,P106,False,Integrated in some health facilities,
Marshall Islands,P107,False,Integrated in some health facilities,
Marshall Islands,P108,False,Delivered separately,
Marshall Islands,P109,False,Fully integrated in all health facilities,
Marshall Islands,P110,False,Integrated in some health facilities,
Marshall Islands,P111,False,Delivered separately,
Marshall Islands,P112,False,Delivered separately,
Marshall Islands,P113,False,Integrated in some health facilities,
Mauritania,P59,False,Yes,
Mauritania,P66,False,Yes,
Mauritania,P67,False,Yes,
Mauritania,P69,False,Yes,
Mauritania,P70,False,Yes,
Mauritania,P71,False,Yes,
Mauritania,P74,False,Yes,
Mauritania,P79,False,No threshold; treat all regardless of CD4 count,
Mauritania,P80,False,Implemented countrywide,
Mauritania,P81,False,No,
Mauritania,P83,False,Yes,
Mauritania,P84,True,,0
Mauritania,P85,False,No,
Mauritania,P86,False,No,
Mauritania,P88,False,No,
Mauritania,P89,False,No,
Mauritania,P91,False,No,
Mauritania,P93,False,Yes,
Mauritania,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Mauritania,P95,False,Other,
Mauritania,P96,False,Integrated in some health facilities,
Mauritania,P97,False,Integrated in some health facilities,
Mauritania,P98,False,Delivered separately,
Mauritania,P99,False,Delivered separately,
Mauritania,P100,False,Delivered separately,
Mauritania,P101,False,Delivered separately,
Mauritania,P102,False,Delivered separately,
Mauritania,P103,False,Integrated in some health facilities,
Mauritania,P104,False,Integrated in some health facilities,
Mauritania,P105,False,Integrated in some health facilities,
Mauritania,P106,False,Delivered separately,
Mauritania,P107,False,Delivered separately,
Mauritania,P108,False,Delivered separately,
Mauritania,P109,False,Integrated in some health facilities,
Mauritania,P110,False,Delivered separately,
Mauritania,P111,False,Delivered separately,
Mauritania,P112,False,Delivered separately,
Mauritania,P113,False,Delivered separately,
Mauritania,P114,False,No,
Mauritania,P115,False,No,
Mauritania,P116,False,No,
Mauritania,P117,False,No,
Mauritius,P55,False,Yes,
Mauritius,P56,False,Yes,
Mauritius,P57,False,Yes,
Mauritius,P63,False,Yes,
Mauritius,P67,False,Yes,
Mauritius,P68,False,Yes,
Mauritius,P70,False,Yes,
Mauritius,P71,False,Yes,
Mauritius,P73,False,Yes,
Mauritius,P74,False,Yes,
Mauritius,P75,False,On-going,
Mauritius,P76,False,"Yes, completed",
Mauritius,P77,False,"Yes, completed",
Mauritius,P78,False,On-going,
Mauritius,P79,False,No threshold; treat all regardless of CD4 count,
Mauritius,P80,False,Implemented countrywide,
Mauritius,P81,False,Yes,
Mauritius,P82,False,Recommending treat all later in 2017,
Mauritius,P83,False,No,
Mauritius,P84,True,,0
Mauritius,P85,False,No,
Mauritius,P86,False,No,
Mauritius,P88,False,Yes,
Mauritius,P89,False,Yes,
Mauritius,P90,False,Every 3 months,
Mauritius,P91,False,Yes,
Mauritius,P92,False,Every 3 months,
Mauritius,P93,False,Yes,
Mauritius,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Mauritius,P95,False,Other,
Mauritius,P96,False,Fully integrated in all health facilities,
Mauritius,P97,False,Delivered separately,
Mauritius,P98,False,Fully integrated in all health facilities,
Mauritius,P99,False,Fully integrated in all health facilities,
Mauritius,P100,False,Delivered separately,
Mauritius,P101,False,Delivered separately,
Mauritius,P102,False,Delivered separately,
Mauritius,P103,False,Delivered separately,
Mauritius,P104,False,Delivered separately,
Mauritius,P105,False,Delivered separately,
Mauritius,P106,False,Fully integrated in all health facilities,
Mauritius,P107,False,Integrated in some health facilities,
Mauritius,P108,False,Fully integrated in all health facilities,
Mauritius,P109,False,Fully integrated in all health facilities,
Mauritius,P110,False,Fully integrated in all health facilities,
Mauritius,P111,False,Delivered separately,
Mauritius,P112,False,Delivered separately,
Mauritius,P113,False,Integrated in some health facilities,
Mauritius,P114,False,"Yes, completed",
Mauritius,P115,False,No,
Mauritius,P116,False,No,
Mauritius,P117,False,"Yes, fully adopted",
Mauritius,P118,False,Implemented countrywide,
Mauritius,P120,False,Yes,
Mauritius,P121,False,Countrywide,
Mexico,P55,False,Yes,
Mexico,P56,False,Yes,
Mexico,P63,False,Yes,
Mexico,P65,False,Yes,
Mexico,P66,False,Yes,
Mexico,P67,False,Yes,
Mexico,P68,False,Yes,
Mexico,P69,False,Yes,
Mexico,P70,False,Yes,
Mexico,P71,False,Yes,
Mexico,P72,False,Yes,
Mexico,P73,False,Yes,
Mexico,P74,False,Yes,
Mexico,P75,False,"Yes, completed",
Mexico,P76,False,"Yes, completed",
Mexico,P77,False,"Yes, completed",
Mexico,P78,False,"Yes, completed",
Mexico,P79,False,No threshold; treat all regardless of CD4 count,
Mexico,P80,False,Implemented countrywide,
Mexico,P83,False,Yes,
Mexico,P84,True,,100
Mexico,P85,False,No,
Mexico,P86,False,No,
Mexico,P87,False,Nationally,
Mexico,P88,False,Yes,
Mexico,P89,False,Yes,
Mexico,P90,False,Every 3 months,
Mexico,P91,False,Yes,
Mexico,P92,False,Every 3 months,
Mexico,P93,False,Yes,
Mexico,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Mexico,P95,False,Other,
Mexico,P96,False,Integrated in some health facilities,
Mexico,P97,False,Integrated in some health facilities,
Mexico,P98,False,Integrated in some health facilities,
Mexico,P99,False,Fully integrated in all health facilities,
Mexico,P100,False,Delivered separately,
Mexico,P101,False,Integrated in some health facilities,
Mexico,P102,False,Integrated in some health facilities,
Mexico,P103,False,Integrated in some health facilities,
Mexico,P104,False,Delivered separately,
Mexico,P105,False,Integrated in some health facilities,
Mexico,P106,False,Integrated in some health facilities,
Mexico,P107,False,Integrated in some health facilities,
Mexico,P108,False,Delivered separately,
Mexico,P109,False,Delivered separately,
Mexico,P110,False,Integrated in some health facilities,
Mexico,P111,False,Delivered separately,
Mexico,P112,False,Delivered separately,
Mexico,P113,False,Delivered separately,
Mexico,P114,False,On-going,
Mexico,P115,False,No,
Mexico,P116,False,Yes,
Mexico,P117,False,"Yes, partially adopted",
Mexico,P118,False,Implemented in many  treatment sites,
Mexico,P119,False,Implemented in few  treatment sites,
Mexico,P120,False,Yes,
Mexico,P121,False,Countrywide,
Micronesia,P55,False,Yes,
Micronesia,P56,False,Yes,
Micronesia,P57,False,Yes,
Micronesia,P58,False,Yes,
Micronesia,P63,False,Yes,
Micronesia,P74,False,No,
Micronesia,P75,False,On-going,
Micronesia,P76,False,On-going,
Micronesia,P77,False,On-going,
Micronesia,P78,False,On-going,
Micronesia,P79,False,No threshold; treat all regardless of CD4 count,
Micronesia,P80,False,Implemented countrywide,
Micronesia,P83,False,No,
Micronesia,P84,True,,100
Micronesia,P85,False,No,
Micronesia,P86,False,No,
Micronesia,P88,False,No,
Micronesia,P89,False,No,
Micronesia,P91,False,No,
Micronesia,P93,False,No,
Micronesia,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Micronesia,P95,False,TDF/3TC/EFV,
Micronesia,P96,False,Integrated in some health facilities,
Micronesia,P97,False,Fully integrated in all health facilities,
Micronesia,P98,False,Fully integrated in all health facilities,
Micronesia,P99,False,Fully integrated in all health facilities,
Micronesia,P100,False,Fully integrated in all health facilities,
Micronesia,P101,False,Fully integrated in all health facilities,
Micronesia,P102,False,Integrated in some health facilities,
Micronesia,P103,False,Integrated in some health facilities,
Micronesia,P104,False,Integrated in some health facilities,
Micronesia,P105,False,Delivered separately,
Micronesia,P106,False,Delivered separately,
Micronesia,P107,False,Delivered separately,
Micronesia,P108,False,Delivered separately,
Micronesia,P109,False,Integrated in some health facilities,
Micronesia,P110,False,Fully integrated in all health facilities,
Micronesia,P111,False,Integrated in some health facilities,
Micronesia,P112,False,Delivered separately,
Micronesia,P113,False,Delivered separately,
Monaco,P63,False,Yes,
Monaco,P67,False,Yes,
Monaco,P68,False,Yes,
Monaco,P70,False,Yes,
Monaco,P72,False,Yes,
Monaco,P73,False,Yes,
Monaco,P74,False,Yes,
Monaco,P79,False,No threshold; treat all regardless of CD4 count,
Monaco,P80,False,Implemented countrywide,
Monaco,P83,False,Yes,
Monaco,P84,True,,100
Monaco,P85,False,No,
Monaco,P86,False,No,
Monaco,P88,False,Yes,
Monaco,P89,False,Yes,
Monaco,P91,False,No,
Monaco,P93,False,No,
Monaco,P114,False,On-going,
Monaco,P115,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Monaco,P116,False,Yes,
Monaco,P117,False,"Yes, fully adopted",
Monaco,P118,False,Implemented countrywide,
Monaco,P120,False,Yes,
Monaco,P121,False,Countrywide,
Mongolia,P63,False,Yes,
Mongolia,P65,False,Yes,
Mongolia,P66,False,Yes,
Mongolia,P67,False,Yes,
Mongolia,P69,False,Yes,
Mongolia,P70,False,Yes,
Mongolia,P74,False,Yes,
Mongolia,P79,False,No threshold; treat all regardless of CD4 count,
Mongolia,P80,False,Implemented countrywide,
Mongolia,P81,False,No,
Mongolia,P83,False,No,
Mongolia,P84,True,,0
Mongolia,P85,False,No,
Mongolia,P86,False,No,
Mongolia,P88,False,Yes,
Mongolia,P89,False,Yes,
Mongolia,P90,False,Once a month,
Mongolia,P91,False,Yes,
Mongolia,P92,False,Every 3 months,
Mongolia,P93,False,No,
Mongolia,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Mongolia,P95,False,TDF/3TC/EFV,
Mongolia,P96,False,Integrated in some health facilities,
Mongolia,P97,False,Delivered separately,
Mongolia,P98,False,Fully integrated in all health facilities,
Mongolia,P99,False,Fully integrated in all health facilities,
Mongolia,P100,False,Fully integrated in all health facilities,
Mongolia,P101,False,Delivered separately,
Mongolia,P102,False,Delivered separately,
Mongolia,P103,False,Integrated in some health facilities,
Mongolia,P104,False,Integrated in some health facilities,
Mongolia,P105,False,Delivered separately,
Mongolia,P106,False,Integrated in some health facilities,
Mongolia,P107,False,Delivered separately,
Mongolia,P108,False,Integrated in some health facilities,
Mongolia,P109,False,Fully integrated in all health facilities,
Mongolia,P110,False,Integrated in some health facilities,
Mongolia,P111,False,Delivered separately,
Mongolia,P112,False,Delivered separately,
Mongolia,P113,False,Delivered separately,
Mongolia,P114,False,No,
Mongolia,P115,False,No,
Mongolia,P116,False,No,
Mongolia,P117,False,"Yes, fully adopted",
Mongolia,P118,False,Implemented countrywide,
Mongolia,P120,False,Yes,
Mongolia,P121,False,Countrywide,
Montenegro,P55,False,Yes,
Montenegro,P56,False,Yes,
Montenegro,P58,False,Yes,
Montenegro,P63,False,Yes,
Montenegro,P74,False,No,
Montenegro,P75,False,No,
Montenegro,P76,False,No,
Montenegro,P77,False,No,
Montenegro,P78,False,No,
Montenegro,P79,False,No threshold; treat all regardless of CD4 count,
Montenegro,P80,False,Implemented countrywide,
Montenegro,P81,False,No,
Montenegro,P83,False,No,
Montenegro,P84,True,,100
Montenegro,P85,False,No,
Montenegro,P86,False,No,
Montenegro,P88,False,No,
Montenegro,P89,False,No,
Montenegro,P91,False,No,
Montenegro,P93,False,No,
Montenegro,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Montenegro,P95,False,Other,
Montenegro,P96,False,Integrated in some health facilities,
Montenegro,P97,False,Delivered separately,
Montenegro,P98,False,Delivered separately,
Montenegro,P99,False,Integrated in some health facilities,
Montenegro,P100,False,Delivered separately,
Montenegro,P101,False,Integrated in some health facilities,
Montenegro,P102,False,Integrated in some health facilities,
Montenegro,P103,False,Delivered separately,
Montenegro,P104,False,Delivered separately,
Montenegro,P105,False,Delivered separately,
Montenegro,P106,False,Integrated in some health facilities,
Montenegro,P107,False,Delivered separately,
Montenegro,P108,False,Delivered separately,
Montenegro,P109,False,Delivered separately,
Montenegro,P110,False,Delivered separately,
Montenegro,P111,False,Delivered separately,
Montenegro,P112,False,Delivered separately,
Montenegro,P113,False,Delivered separately,
Montenegro,P114,False,No,
Montenegro,P115,False,No,
Montenegro,P116,False,No,
Montenegro,P117,False,No,
Montenegro,P120,False,Yes,
Montenegro,P121,False,Other,
Morocco,P55,False,Yes,
Morocco,P56,False,Yes,
Morocco,P57,False,Yes,
Morocco,P58,False,Yes,
Morocco,P63,False,Yes,
Morocco,P65,False,Yes,
Morocco,P66,False,Yes,
Morocco,P67,False,Yes,
Morocco,P68,False,Yes,
Morocco,P70,False,Yes,
Morocco,P72,False,Yes,
Morocco,P73,False,Yes,
Morocco,P74,False,Yes,
Morocco,P75,False,On-going,
Morocco,P76,False,On-going,
Morocco,P77,False,On-going,
Morocco,P79,False,No threshold; treat all regardless of CD4 count,
Morocco,P80,False,Implemented countrywide,
Morocco,P83,False,Yes,
Morocco,P85,False,Yes,
Morocco,P86,False,No,
Morocco,P88,False,Yes,
Morocco,P89,False,Yes,
Morocco,P90,False,Every 6 months,
Morocco,P91,False,Yes,
Morocco,P92,False,Every 3 months,
Morocco,P93,False,Yes,
Morocco,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Morocco,P95,False,TDF/3TC/EFV,
Morocco,P96,False,Fully integrated in all health facilities,
Morocco,P97,False,Delivered separately,
Morocco,P98,False,Fully integrated in all health facilities,
Morocco,P99,False,Integrated in some health facilities,
Morocco,P100,False,Delivered separately,
Morocco,P101,False,Delivered separately,
Morocco,P102,False,Delivered separately,
Morocco,P103,False,Delivered separately,
Morocco,P104,False,Fully integrated in all health facilities,
Morocco,P105,False,Delivered separately,
Morocco,P106,False,Delivered separately,
Morocco,P107,False,Integrated in some health facilities,
Morocco,P108,False,Delivered separately,
Morocco,P109,False,Fully integrated in all health facilities,
Morocco,P110,False,Delivered separately,
Morocco,P111,False,Delivered separately,
Morocco,P112,False,Delivered separately,
Morocco,P113,False,Integrated in some health facilities,
Morocco,P114,False,"Yes, completed",
Morocco,P115,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Morocco,P116,False,Yes,
Morocco,P117,False,"Yes, fully adopted",
Morocco,P118,False,Implemented countrywide,
Morocco,P119,False,Implemented countrywide,
Morocco,P120,False,Yes,
Morocco,P121,False,Countrywide,
Mozambique,P55,False,Yes,
Mozambique,P56,False,Yes,
Mozambique,P58,False,Yes,
Mozambique,P59,False,Yes,
Mozambique,P60,False,Yes,
Mozambique,P61,False,Yes,
Mozambique,P62,False,Yes,
Mozambique,P64,False,Yes,
Mozambique,P65,False,Yes,
Mozambique,P66,False,Yes,
Mozambique,P67,False,Yes,
Mozambique,P69,False,Yes,
Mozambique,P70,False,Yes,
Mozambique,P71,False,Yes,
Mozambique,P74,False,Yes,
Mozambique,P75,False,On-going,
Mozambique,P76,False,On-going,
Mozambique,P77,False,On-going,
Mozambique,P78,False,On-going,
Mozambique,P79,False,No threshold; treat all regardless of CD4 count,
Mozambique,P80,False,Implemented countrywide,
Mozambique,P83,False,Yes,
Mozambique,P84,True,,100
Mozambique,P85,False,No,
Mozambique,P86,False,Yes,
Mozambique,P87,False,At pilot sites,
Mozambique,P88,False,No,
Mozambique,P89,False,Yes,
Mozambique,P90,False,Every 3 months,
Mozambique,P91,False,Yes,
Mozambique,P92,False,Every 3 months,
Mozambique,P93,False,Yes,
Mozambique,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Mozambique,P95,False,TDF/3TC/EFV,
Mozambique,P96,False,Integrated in some health facilities,
Mozambique,P97,False,Delivered separately,
Mozambique,P98,False,Delivered separately,
Mozambique,P99,False,Delivered separately,
Mozambique,P100,False,Fully integrated in all health facilities,
Mozambique,P101,False,Delivered separately,
Mozambique,P102,False,Delivered separately,
Mozambique,P103,False,Delivered separately,
Mozambique,P104,False,Delivered separately,
Mozambique,P105,False,Delivered separately,
Mozambique,P106,False,Delivered separately,
Mozambique,P107,False,Delivered separately,
Mozambique,P108,False,Delivered separately,
Mozambique,P109,False,Integrated in some health facilities,
Mozambique,P110,False,Integrated in some health facilities,
Mozambique,P111,False,Delivered separately,
Mozambique,P112,False,Delivered separately,
Mozambique,P113,False,Delivered separately,
Mozambique,P114,False,On-going,
Mozambique,P115,False,No,
Mozambique,P116,False,Yes,
Mozambique,P117,False,"Yes, partially adopted",
Mozambique,P118,False,Implemented in few  treatment sites,
Myanmar,P55,False,Yes,
Myanmar,P56,False,Yes,
Myanmar,P57,False,Yes,
Myanmar,P58,False,Yes,
Myanmar,P63,False,Yes,
Myanmar,P66,False,Yes,
Myanmar,P67,False,Yes,
Myanmar,P68,False,Yes,
Myanmar,P69,False,Yes,
Myanmar,P70,False,Yes,
Myanmar,P74,False,Yes,
Myanmar,P75,False,On-going,
Myanmar,P76,False,On-going,
Myanmar,P77,False,On-going,
Myanmar,P78,False,On-going,
Myanmar,P79,False,No threshold; treat all regardless of CD4 count,
Myanmar,P80,False,Implemented countrywide,
Myanmar,P81,False,Yes,
Myanmar,P82,False,Recommending treat all later in 2017,
Myanmar,P83,False,Yes,
Myanmar,P84,True,,90
Myanmar,P85,False,No,
Myanmar,P86,False,No,
Myanmar,P88,False,Yes,
Myanmar,P89,False,Yes,
Myanmar,P90,False,Every 6 months,
Myanmar,P91,False,Yes,
Myanmar,P92,False,Every 6 months,
Myanmar,P93,False,Yes,
Myanmar,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Myanmar,P95,False,TDF/3TC/EFV,
Myanmar,P96,False,Integrated in some health facilities,
Myanmar,P97,False,Integrated in some health facilities,
Myanmar,P98,False,Fully integrated in all health facilities,
Myanmar,P99,False,Fully integrated in all health facilities,
Myanmar,P100,False,Integrated in some health facilities,
Myanmar,P101,False,Integrated in some health facilities,
Myanmar,P102,False,Delivered separately,
Myanmar,P103,False,Delivered separately,
Myanmar,P104,False,Delivered separately,
Myanmar,P105,False,Delivered separately,
Myanmar,P106,False,Delivered separately,
Myanmar,P107,False,Delivered separately,
Myanmar,P108,False,Delivered separately,
Myanmar,P109,False,Fully integrated in all health facilities,
Myanmar,P110,False,Delivered separately,
Myanmar,P111,False,Integrated in some health facilities,
Myanmar,P112,False,Integrated in some health facilities,
Myanmar,P113,False,Integrated in some health facilities,
Myanmar,P114,False,"Yes, completed",
Myanmar,P115,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Myanmar,P116,False,No,
Myanmar,P117,False,"Yes, partially adopted",
Myanmar,P118,False,Implemented in many  treatment sites,
Myanmar,P120,False,Yes,
Myanmar,P121,False,In many  sites,
Namibia,P55,False,Yes,
Namibia,P56,False,Yes,
Namibia,P57,False,Yes,
Namibia,P58,False,Yes,
Namibia,P59,False,Yes,
Namibia,P60,False,Yes,
Namibia,P61,False,Yes,
Namibia,P62,False,Yes,
Namibia,P64,False,Yes,
Namibia,P65,False,Yes,
Namibia,P66,False,Yes,
Namibia,P67,False,Yes,
Namibia,P69,False,Yes,
Namibia,P70,False,Yes,
Namibia,P71,False,Yes,
Namibia,P72,False,Yes,
Namibia,P73,False,Yes,
Namibia,P74,False,Yes,
Namibia,P75,False,"Yes, completed",
Namibia,P76,False,"Yes, completed",
Namibia,P77,False,"Yes, completed",
Namibia,P78,False,"Yes, completed",
Namibia,P79,False,No threshold; treat all regardless of CD4 count,
Namibia,P80,False,Implemented countrywide,
Namibia,P83,False,Yes,
Namibia,P84,True,,100
Namibia,P85,False,Yes,
Namibia,P86,False,Yes,
Namibia,P87,False,Nationally,
Namibia,P88,False,No,
Namibia,P89,False,Yes,
Namibia,P90,False,Every 3 months,
Namibia,P91,False,Yes,
Namibia,P92,False,Every 3 months,
Namibia,P93,False,Yes,
Namibia,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Namibia,P95,False,TDF/3TC/EFV,
Namibia,P96,False,Fully integrated in all health facilities,
Namibia,P97,False,Fully integrated in all health facilities,
Namibia,P98,False,Fully integrated in all health facilities,
Namibia,P99,False,Fully integrated in all health facilities,
Namibia,P100,False,Fully integrated in all health facilities,
Namibia,P101,False,Fully integrated in all health facilities,
Namibia,P102,False,Fully integrated in all health facilities,
Namibia,P103,False,Fully integrated in all health facilities,
Namibia,P104,False,Fully integrated in all health facilities,
Namibia,P105,False,Integrated in some health facilities,
Namibia,P106,False,Integrated in some health facilities,
Namibia,P107,False,Fully integrated in all health facilities,
Namibia,P108,False,Fully integrated in all health facilities,
Namibia,P109,False,Fully integrated in all health facilities,
Namibia,P110,False,Fully integrated in all health facilities,
Namibia,P111,False,Fully integrated in all health facilities,
Namibia,P113,False,Integrated in some health facilities,
Namibia,P114,False,"Yes, completed",
Namibia,P115,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
Namibia,P116,False,Yes,
Namibia,P117,False,"Yes, fully adopted",
Namibia,P118,False,Implemented countrywide,
Namibia,P119,False,Implemented in many  treatment sites,
Namibia,P120,False,Yes,
Namibia,P121,False,In many  sites,
Nauru,P63,False,Yes,
Nauru,P74,False,No,
Nauru,P75,False,Other,
Nauru,P76,False,Other,
Nauru,P77,False,Other,
Nauru,P78,False,On-going,
Nauru,P79,False,No threshold; treat all regardless of CD4 count,
Nauru,P80,False,Implemented countrywide,
Nauru,P83,False,No,
Nauru,P85,False,No,
Nauru,P86,False,No,
Nauru,P87,False,Other,
Nauru,P88,False,No,
Nauru,P89,False,No,
Nauru,P91,False,No,
Nauru,P93,False,Yes,
Nauru,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Nauru,P96,False,Fully integrated in all health facilities,
Nauru,P98,False,Fully integrated in all health facilities,
Nauru,P99,False,Fully integrated in all health facilities,
Nauru,P100,False,Fully integrated in all health facilities,
Nauru,P102,False,Fully integrated in all health facilities,
Nauru,P104,False,Fully integrated in all health facilities,
Nauru,P106,False,Fully integrated in all health facilities,
Nauru,P107,False,Fully integrated in all health facilities,
Nauru,P111,False,Fully integrated in all health facilities,
Nepal,P55,False,Yes,
Nepal,P56,False,Yes,
Nepal,P57,False,Yes,
Nepal,P58,False,Yes,
Nepal,P63,False,Yes,
Nepal,P65,False,Yes,
Nepal,P66,False,Yes,
Nepal,P67,False,Yes,
Nepal,P68,False,Yes,
Nepal,P69,False,Yes,
Nepal,P70,False,Yes,
Nepal,P71,False,Yes,
Nepal,P72,False,Yes,
Nepal,P73,False,Yes,
Nepal,P74,False,Yes,
Nepal,P75,False,"Yes, completed",
Nepal,P76,False,"Yes, completed",
Nepal,P77,False,"Yes, completed",
Nepal,P78,False,"Yes, completed",
Nepal,P79,False,No threshold; treat all regardless of CD4 count,
Nepal,P80,False,Implemented countrywide,
Nepal,P81,False,No,
Nepal,P83,False,Yes,
Nepal,P84,True,,100
Nepal,P85,False,Yes,
Nepal,P86,False,Yes,
Nepal,P87,False,Other,
Nepal,P88,False,Yes,
Nepal,P89,False,Yes,
Nepal,P90,False,Every 3 months,
Nepal,P91,False,Yes,
Nepal,P92,False,Every 3 months,
Nepal,P93,False,No,
Nepal,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Nepal,P95,False,TDF/3TC/EFV,
Nepal,P96,False,Fully integrated in all health facilities,
Nepal,P97,False,Integrated in some health facilities,
Nepal,P98,False,Integrated in some health facilities,
Nepal,P99,False,Integrated in some health facilities,
Nepal,P100,False,Fully integrated in all health facilities,
Nepal,P101,False,Delivered separately,
Nepal,P102,False,Delivered separately,
Nepal,P103,False,Delivered separately,
Nepal,P104,False,Delivered separately,
Nepal,P105,False,Delivered separately,
Nepal,P106,False,Delivered separately,
Nepal,P107,False,Delivered separately,
Nepal,P108,False,Delivered separately,
Nepal,P109,False,Fully integrated in all health facilities,
Nepal,P110,False,Integrated in some health facilities,
Nepal,P111,False,Integrated in some health facilities,
Nepal,P112,False,Integrated in some health facilities,
Nepal,P113,False,Integrated in some health facilities,
Nepal,P114,False,On-going,
Nepal,P115,False,Other,
Nepal,P116,False,Yes,
Nepal,P117,False,"Yes, partially adopted",
Nepal,P119,False,Implemented countrywide,
Nepal,P120,False,Yes,
Nepal,P121,False,Countrywide,
Netherlands,P79,False,No threshold; treat all regardless of CD4 count,
Netherlands,P80,False,Implemented countrywide,
Netherlands,P94,False,Treat all pregnant women and/or breastfeeding women for life,
New Zealand,P63,False,Yes,
New Zealand,P74,False,Yes,
New Zealand,P75,False,Other,
New Zealand,P76,False,"Yes, completed",
New Zealand,P77,False,"Yes, completed",
New Zealand,P78,False,On-going,
New Zealand,P79,False,No threshold; treat all regardless of CD4 count,
New Zealand,P80,False,Implemented countrywide,
New Zealand,P81,False,No,
New Zealand,P82,False,No planned year,
New Zealand,P83,False,Yes,
New Zealand,P84,True,,100
New Zealand,P85,False,No,
New Zealand,P86,False,No,
New Zealand,P88,False,No,
New Zealand,P89,False,No,
New Zealand,P90,False,Every 6 months,
New Zealand,P91,False,No,
New Zealand,P92,False,Once a month,
New Zealand,P93,False,No,
New Zealand,P94,False,Treat all pregnant women and/or breastfeeding women for life,
New Zealand,P95,False,Other,
New Zealand,P96,False,Integrated in some health facilities,
New Zealand,P97,False,Delivered separately,
New Zealand,P98,False,Delivered separately,
New Zealand,P99,False,Delivered separately,
New Zealand,P100,False,Delivered separately,
New Zealand,P101,False,Delivered separately,
New Zealand,P102,False,Delivered separately,
New Zealand,P103,False,Delivered separately,
New Zealand,P104,False,Delivered separately,
New Zealand,P105,False,Delivered separately,
New Zealand,P106,False,Delivered separately,
New Zealand,P107,False,Integrated in some health facilities,
New Zealand,P108,False,Integrated in some health facilities,
New Zealand,P109,False,Delivered separately,
New Zealand,P110,False,Delivered separately,
New Zealand,P111,False,Delivered separately,
New Zealand,P112,False,Delivered separately,
New Zealand,P113,False,Delivered separately,
New Zealand,P115,False,"Yes, rapid initiation within 7 days of HIV diagnosis",
New Zealand,P116,False,Yes,
New Zealand,P117,False,No,
Nicaragua,P55,False,Yes,
Nicaragua,P56,False,Yes,
Nicaragua,P57,False,Yes,
Nicaragua,P63,False,Yes,
Nicaragua,P65,False,Yes,
Nicaragua,P66,False,Yes,
Nicaragua,P67,False,Yes,
Nicaragua,P69,False,Yes,
Nicaragua,P70,False,Yes,
Nicaragua,P72,False,Yes,
Nicaragua,P73,False,Yes,
Nicaragua,P74,False,Yes,
Nicaragua,P75,False,On-going,
Nicaragua,P76,False,"Yes, completed",
Nicaragua,P77,False,On-going,
Nicaragua,P78,False,On-going,
Nicaragua,P79,False,≤500 cells/mm3,
Nicaragua,P81,False,Yes,
Nicaragua,P82,False,Recommending treat all in 2021,
Nicaragua,P83,False,Yes,
Nicaragua,P84,True,,60
Nicaragua,P85,False,No,
Nicaragua,P86,False,No,
Nicaragua,P88,False,Yes,
Nicaragua,P89,False,Yes,
Nicaragua,P90,False,Once a month,
Nicaragua,P91,False,Yes,
Nicaragua,P92,False,Once a month,
Nicaragua,P93,False,Yes,
Nicaragua,P94,False,Treat all pregnant women and/or breastfeeding women for life,
Nicaragua,P95,False,TDF/3TC/EFV,
Nicaragua,P96,False,Integrated in some health facilities,
Nicaragua,P97,False,Integrated in some health facilities,
Nicaragua,P98,False,Fully integrated in all health facilities,
Nicaragua,P99,False,Fully integrated in all health facilities,
Nicaragua,P100,False,Fully integrated in all health facilities,
